Label	Tweet	HS	Abusive	HS_Individual	HS_Group	HS_Religion	HS_Race	HS_Physical	HS_Gender	HS_Other	HS_Weak	HS_Moderate	HS_Strong	result_HS
1	njing loe komen ngapain loe mention cebong budug, cemen loe njing	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Hrs dwaspadai atas nama ham tpi berujung k	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Bangad kebaca bangsad'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Oh paham Itu cewek bercadar ingat cerita ini kali yak..  Saya kasih tau.. Ini cerita cuma ngasih minum anjing, bukan melihara anjing.. Elu paham kgak?? Dasar banci, aslinya cowok nyamar jadi cwek bercadar. 	1	1	1	0	0	0	0	1	0	1	0	0	1
0	Status "kafir" kan relatif, tergantung ditinjau dari sudut yg mana... Santai saja'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Desa, atau udik, menurut definisi "universal", adalah sebuah aglomerasi permukiman di area perdesaan (rural). Di Indonesia,'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Takut salah fokus kayak yang terjadi sekarang.. Kata.y 10 Rbu Lapangan kerja, ternyata buat Aseng..	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Wah kirain mau diajarin sama kamu. Kayanua kamu juga gatau budaya palembang. Yaudah aku search dlu !! ;^)	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Giliran butuh, sok ngebaik-baikin. Giliran gak butuh, diem-diem ngejelekin. setan -_-'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Gw ga mau kasih info ama awardee beasiswa aseng, tar dibocorin di aussie'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	UNDUR UNDUR FC mah culun ngaku nya team hebat tapi lawan PERSIB aja minta di undur hahahahaha FUCK JOKODRI!'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Semarang kaline butek,, Sing disayang mripate picek'	1	1	1	0	0	0	1	0	0	1	0	0	1
1	Ada Foto Asma Dewi dan Anies-Sandi Ruhut: Sudah Terang Benderang  Ibu ini yg teriak-teriak bunuh ahok	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Harus masuk dlu, nikmati penjara.  Anak alay, modar dah loe.'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Wadaauuuwwww.. Woii kalem woii,sabar sabar nunggu setahun maning.. Gegara si sifit keparat yg kebal hukum,emosi rakyat jadi tak trkendali..jejangan ini bagian dr strategi mrk.'	1	1	1	0	0	1	0	0	0	1	0	0	1
0	Daripada suapan terakhir makanan selezat apapun atau diejek gendut, aku lebih tidak bisa memaafkanmu kalau kau menghina sahabatku !!!!! (Chouji Akimichi)'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	president threshold 20 % adalah penzaliman demokrasi... pembatasan calon bukan pada threshold 20 %.. tapi pembatasan pada layak tidaknya seorang mencalonkan diri ada pada integritas calon, kemampuan ketatanegaraan, bukan antek asing dan aseng, dst....	0	0	0	0	0	0	0	0	0	0	0	0	0
1	 Banyak penipu tai !!! Gw sumpahin gk bakal berkah hidup lo anjing'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	 Sudah la BABI , perangai pun BABI	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Anak baek sama culun beda tipis dan /?'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Kangen smasa. Bajingan :('	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Dia akan berusaha menghindari perbuatan tercela seperti korupsi, kolusi, nepotisme, kejahatan, dan perbuatan negatif lainnya.  Tidak seperti Rezim pengusaha sekarang ini.  Hehe...'	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Alquran, petunjuk untuk orang2 muttaqien, bukan untuk memaki-maki orang-orang yang jelas ingkar (kafir dan musyrik).	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEGERA USIR CINA CINA DARI INDONESIA!!!!! SAATNYA INDONESIA BERKUASA DAN BEBAS DARI PENJAJAHAN	1	0	0	1	0	1	0	0	0	0	0	1	1
1	INTINYA DIA BACOT.'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Aku sbnrnya antek antek nya jg wkwkwk tp malu mau ngehype WKWKWK'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Onta gw pakek nos mbak, 1 jam nyampek kok, tenang aja'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	jokowi Pamer dungu di ranah publik itu kuar biasa. 	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Berenti y ewe, dunia tidak selucu itu'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Kemaren gubernur pilihan umat impor bawang dari cina kok ga ada yg teriakin antek aseng'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ciri Khas Cebong yg melekat..Kalah Data Fakta,langsung Otak porno nga keluar...???; 2019gantipresiden; 2019presidenbaru; AsalbukanJokowi	1	1	1	0	0	0	0	1	0	1	0	0	1
0	[76:24] Maka bersabarlah kamu untuk (melaksanakan) ketetapan Tuhanmu, dan janganlah kamu ikuti orang yang berdosa dan orang yang kafir di antar mereka.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Korelasi sama Hindu/Budha lebih dulu masuk ke nusantara apa ya? Maaf...saya kurang paham dengan alur otak kaum cebong'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Kenapa kekuatan Digembosi oleh rejim? Karena mereka takut 2019GantiPresiden Tidak bs merampok kekayaan RI dan takut akan kebangkitan bangsa ini menjadi bangsa yg berdaulat, makmur ; kuat di bawah kepemimpinan	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Hal yg mustahil rezim sekarang berani melakukannya.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Ini setelah terjadi tarik-ulur terkait beda pandangan soal definisi terorisme antara satu fraksi dengan fraksi lainnya di DPR.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Bati nonton bola angin masuk euy'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	pilihanya cuma 2 ; stop karna g cukup dana; atau lanjut dengan cara hutang dan uangnya entah kemana	0	0	0	0	0	0	0	0	0	0	0	0	0
1	terlalu membabi buta Tito membela Jokowi sehingga pungli dilingkungan kepolisian mulai menggeliat tidak disadari	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Help Desk Terpadu KPU RI, siap membantu anda dlm penyelenggaraan Pilkada 2018 ; Pemilu 2019 | Utk konsultasi, silakan hubungi (021) 31902573, 31902583, atau dtng lgsg ke Ruang Help Desk Lt.1 KPU RI, Jl. Imam Bonjol No.29 Jakarta | Senin-Jumat, pukul 08	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Gw kan un milih sosiologi ya fi, tp masa di sekolah pemantapannya semua matapelajaran ips harus diikutin. Kan rada bangke :('	0	1	0	0	0	0	0	0	0	0	0	0	1
1	masuk atm ngelihat ada kondom jatuh entah milik siapa, mungkin si empunya buru2 udah ngempet eue tapi lupa gak bawa uang ehe ~ RealBO RealAVA'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Kampret tolol!! Orang kayak lo tu paling susah... Kagak ngerti2 Lo kalo copas gitu yg lkp... Males gwe bahasnya terlalu sering.. nyodorin kok copas gbr tanpa tau dr mana sumber nya.. payah'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	 MANUSIA SINTING 	1	1	1	0	0	0	1	0	0	1	0	0	1
1	Biadab! Teroris Budha Myanmar bakar Al-Quran!	1	1	0	1	1	1	0	0	0	0	1	0	1
1	Primata ngga tau diri eh embrio cebong elo ma keluarga lo kalo ada surat2nya lengkap gw bayarin!eh tolol hidup itu jngan cuma mikirin diri sendiri liat sekitar goblog ! Dungu!!!'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Pak ebih baik mundur dari jabatan Presiden !!	1	0	1	0	0	0	0	0	1	1	0	0	1
1	LAPTOP AKU DIJANGKITI VIRUS SEKALI LAGI BABI APAKAH YANG SEDANG BERLAKU INI?!!?!?!??!!!'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Samlekom Lu ga tidur? Lgi dngerin lgu Abis mandi gua Dari acara temen Tidur lu ken Ntar sakit Wkwkkwkwkwkwkq K	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Tapi ada cara sederhana untuk mengidentifikasi para pembajak agama ini. Apakah ayat2 yg mereka suarakan mendatangkan kedamaian atau permusuhan? Apakah ajaran2 yg mereka teriakkan membuat hati jadi tenang atau membuat hati jadi panas?	0	0	0	0	0	0	0	0	0	0	0	0	0
1	jgn bacot mulu masalh tki n tka urusin aj dl loe anggotany Tata kota aja gk ngerti lht tuh DKI SmburDul tats kotany'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	mukanya kek nahan eek jack : )'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	liat sesama orang indo jalan kaki dipandang sebelah mata, giliran ada orang asing jalan kaki di negeri sendiri takjubnya abis abisan. wkwk'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Silahkan duduk "Ko", kata si mba nya. Tidak hanya di Samarinda dan di Yogyakarta, di Palembang pun saya dipanggil "Koko". Saya yakin alasan utamanya karena mata saya memang agak sipit. Tapi tak apa, saya cukup menikmatinya. Bugis Banjar Tionghoa'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Yg bawah sendiri keren ???	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Masyarakat mengeluhkan kinerja Anies yang belum bisa mengatasi banjir. Menurut mereka, masa kepemimpinan mantan Gubernur Ahok telah sukses memusnahkan banjir di Jakarta.; Berita di link berikut: JP Reader, siapa yg lebih tanggap tangani banjir??; JPollin	0	0	0	0	0	0	0	0	0	0	0	0	0
0	mungkin ateis memercayai bahwa di tengah tengahnya surga dan neraka itu anget.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Aku gr baru tau kemarin si banci eta trh wkwkwk'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	1. Kivlan Zen ngoceh tadi siang ditransfer uang sma prabowo utk dibuat dramatis di ILC agar isu PKI di msyrkt lbih mncuat lgi ILCPKI	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Si ini hidupnya nebeng sama cina-cina pemilik lewat jongos cina si paloh bewok	1	1	1	0	0	1	0	0	0	1	0	0	1
1	Edan. Gelem tak pisuhi?'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Usir saja cina dari indonesia, merusak bangsa ini 	1	0	0	1	0	1	0	0	0	0	0	1	1
1	Ketika memek becek aku harus apa???'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarah..seakan2 bpknyalah yg hebat mlh mi d samakan dgn tuhan... Rezim kacang lupa kulitnya,  Mlh mnjdi pemuja aseng dan anjing2 komunis itu..'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Pak Suyanto, Mitra SP3 KUR Bank Artha Graha International | Optimis bersama Prog.Pemberdayaan ini | 142 Ha Padi Hitam ; 70 Ha Padi Putih, potensi panen tiap varietas capai 9 Ton/Ha Gabah Kering | Prog. ini jg lestarikan tradisi masyarakat Tani di Jawa	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Setelah +/- 7 tahun ga ke dokter muka.; D: Halo Monika, apa kabar? Kemana aja? Sudah ganti presiden brp kali nih baru ketemu?	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Konsep sekuler-demokrasi butuh negara sekuler utk menjalankannya: sepakat!! Konsep sosialisme-komunis, butuh negara komunis utk implementasinya: wajar!! Aqidah ; Syariat Islam butuh Khilafah utk menegakan ; melaksanakannya: Cakep!!'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Melalui Sedulur Ngaji, semoga Allah ijinkan Gus Ipul Mbak Puti jadi Gubernur dan Wagub Jatim; SedulurNgajiKotaBatu ; SedulurNgajiJombang; JombanGemerlap; 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Sama kayak papaku  'apa manggil2? mau nete?'"	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Panitia Kerja (Panja) Pilkada Komisi II DPR RI melakukan kunjungan kerja ke Kota Malang, Selasa kemari. Panja Pilkada ini ingin mengetahui proses Pilkada di Kota Malang. NewsHighlightKBFM; ; Source : 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ya begini ni kwalitas Kadernya ,Buta sejarah goblok tolol ,tapi selalu menyalahkan Pemerintah ,Terus Kalian sdh nyumbang apa trhdp Bangsa ???  Mikir !!!! jangan jd sapi diladang cm numpang makan doang.'	1	1	0	1	0	0	0	0	1	0	1	0	1
0	orang jaman dulu kok tau pisang bisa ngobatin pusing? Karena mengamati monyet, tidak pernah pusing.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Tim Anies-Sandi ya? Perlahan bau harum terxium dari orang-orang yg berkerja di tim itu dan 1 per 1 sudah mulai tercydux bener semua	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Bunga bangkai? 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Alay bat tai tentara macam apa lo!? Ew banget sih emg tentara ina w malu'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Bacot lu kampang'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Penjilat pantat aseng.'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Inkonsistensimu lucu.	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Maju lu sini anjing" - Fanny  Babi lah, sakit perut aku gelak 	1	1	1	0	0	0	0	0	1	1	0	0	1
1	GUE HARUS BILANG APA ANJIR. Bagus kok.'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	WKWKWKWKWKKWKWKW GEBLEK BGT'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Ulama abal2 itu gk kan pernah puas sbelom misi mereka tercapai tuk lengserkan Jokowi & naekin si wowo.kasus ahok itu cuma perantara doang.	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Wah wah wah, onta mana paham kalo onlen-onlenan'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	ya kalo gak punya uang mau nabung apa anjir? nabung daun?:('	0	1	0	0	0	0	0	0	0	0	0	0	1
0	IHSG Dibuka Menguat ke Level 6.303	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Eh kunyuk itu yg ngembat dana umroh lu diem aja apa ikut kebagian ya'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	nrp bacot bgt lo pada'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Jangan suka pamer..  Karena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan.  Bukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'."	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Hari Kartini, Ibu Iriana Kumpulkan Istri Menteri-Gubernur di Istana Bogor	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Kalo sekedar foto doang mah anak idiot kek lu gitu bisa	1	1	1	0	0	0	1	0	0	1	0	0	1
1	gilasih kimor kemaren gua modal gambar struktur doang. tp kalo benzen angkat tangan dah gua bangke apaan muter muter.  yA LU YANG SETAN'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Jokowi otoriter, diktator & represif seperti orba. Gue rindu Suharto. Dulu gue duit tinggal minta, skrng kudu kerja kerja kerja.	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Banyak negara di dunia telah dicengkram Komunis. Di Asia Tenggara hampir semua negara jatuh ke tangan Komunis.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Aku pake chara tuyul ngecamp , trus ya greget rasanya pengen pake mod tp nnti aku kena banned wkwkwk'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Bani oplosan ngga pengen bikin demo nih? Btw ini kitab umat Islam lhoh~	1	1	0	1	1	0	0	0	0	0	1	0	1
1	; Jd kt ente sampa dikolong tol ada, sejak ordebaru artix gubernur seblm Geb Anis gak perna krj ya bro, jg presiden yg ganti Soeharto sd harinini ga kerja ya yg krj kalian dua aja y, uenak betul tu bacot	1	1	1	0	0	0	0	0	1	1	0	0	1
1	PDIP belum membeberkan ongkos yang harus dirogoh PDIP guna mencarter pesawat Jokowi itu.dasar korupsi 	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Ga semua orang paham dengan pembicaran gue tentang fangirl dan antek-anteknya.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	lowongan CPNS gk ada buat SMA sederajat diskriminasi oleh pemerintahan jokowi	1	0	1	0	0	0	0	0	1	1	0	0	1
1	BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN , TENANG ADA ABU JANDA UST GADUNGAN YG SIAP SHOLATIN AHOKER & JOKOWER	1	1	0	1	1	0	0	0	0	0	1	0	1
1	Lah xl culun buh u,u'	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Cepet cepet punya anak ka.. Lucu sepertinya nanti sipit semua hehehe	0	0	0	0	0	0	0	0	0	0	0	0	0
0	anak cucunya, adalah penganut agama Yahudi atau Nasrani?" Katakanlah: "Apakah kamu lebih mengetahui ataukah'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Suruh pake mata uang china??? ; Suruh pake ploduk-ploduk KW3 china; Suruh belajar bahasa china; Suruh jadi pembantunya china; ; Kami pribumi; Ini negara dan tumpah darah kami pribumi; Woiiii.. Ape lo ape lo.. ; Ngimpi lo.. ; 2019GantiPresiden ; 2019Ga	1	0	1	0	0	1	0	0	0	1	0	0	1
1	Mereka sdh kalahkan penguasa, media, cukong dan sembako di pilkada Jakarta. Mereka bersiap menang di daerah lain. Tinggalkan si raja hutang, parpol terkorup di KPK, cukong koruptor BLBI Rp. 600 Triliun, bandar narkoba, tenaga kerja asing, pencabut subsidi rakyat, banc	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Oh lo ewek mamak lo.. lahhh elo lahir dari hasil inses lo sama mamak lo.. Ihh banci ini gimana sih ? Sampe ibunya di ewek lo.. kelakuan anak haram kayak lo Serem ya?? Sdh jd hatters pemerintah, ter	1	1	1	0	0	0	0	1	0	1	0	0	1
1	GILA MENTANG MENTANG DAH BUKAN ANAK SMA'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	yg biasa levai mah kompas dan media indonesia. kompas melalui aiman show dg lebai mewawancarai tetangga teroria, swkolah, rumah dll.   ini mompas media kristen.. apa digereja hobinya gitu'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Kaga pinter2 neh rezim !!!  Nyerah aja klo ga bisa kerja !!!  Anak TK aja dah pinter maen mobile legend ! Masa bapaknya mau di bo'ongin apa congor yg beginian !!!"	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Kepung Kantor LBH Jakarta	1	0	0	1	0	0	0	0	1	0	0	1	1
1	Lha...pembunuhan Munir itu di era siapa yak ? Ka bin nya siapa yak ? yg pd pemilihan presiden 2014 jd tim sukses Jkw	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Cebong mana ngerti'	1	1	0	1	0	0	0	0	1	0	1	0	1
0	/matiin bom dengan classy/'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Selama ini setiap tranksaksi non tunai yang terjadi di Indonesia terekam oleh pihak asing sehingga semua behaviour masyarakat kita sudah terbaca oleh mereka, menurut Nixon  ngobroltempo'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	BEDA NYA APA ADID SM AIDIT. Aih dasar jongos jokowi	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Kebayang sepotong adegan dimana dia kesal karena isi laporan kacau kayak gak di edit.  "Perlu gue kata-katain atau gue bajak gebetannya biar si kunyuk tahu diri?" 	1	1	1	0	0	0	0	0	1	1	0	0	1
0	IKAMI: Ada Unsur Penodaan Agama dalam Puisi Ganjar	0	0	0	0	0	0	0	0	0	0	0	0	0
1	 Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!!	1	1	1	0	0	0	0	0	1	0	0	1	1
1	Masak WAKIL RAKYAT tidak memberikan CONTOH yg baik untuk rakyatnya dalam membayar TAGIHAN listrik?; ; Kenapa bisa sampai listrik tidak bayar? ; ; Mau salahkan JOKOWI karena TINGKAT EKONOMI lesu ; membuat FADLI ZON tidak bayar listrik ??; ;	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Setya Novanto tidak jadi tersangka lagi hakimnya takut disiram air keras atau mati mendadak seperti yang di Amerika 	1	0	1	0	0	0	0	0	1	1	0	0	1
0	 Buat cewe-cewe nih...kalo kalian udah cape-cape dandan berjam-jam, terus cowo lo bilang:  "Aku lebih suka kalo kamu polos	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Hati hati !, kali ini akan usir Ahmadiyah , nanti Kristen , nyusul Budha, Hindu lamalama Sunni juga d usir...	1	0	0	1	1	0	0	0	0	0	0	1	1
1	Paling suka ngentot sampai mentok gini 	0	1	0	0	0	0	0	0	0	0	0	0	1
0	Siapa Pasangan Calon Gubernur dan Wakil Gubernur pilihan anda dalam Debat Terbuka Pilgub Jateng 2018 malam ini?	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Pak Alex beruntung tidak dituduh antek cina dan PKI.. haha	1	0	1	0	0	1	0	0	0	1	0	0	1
1	Pemerintah jangan memihak Bastian. Akan kita lengserkan Jokowi jika tidak ikut dan menghalang-halangi AksiBelaIslan	1	0	1	0	0	0	0	0	1	0	0	1	1
1	Bodo amat bego.'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Enak buat ngentot say'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	Cisol lu kapan modar?'	1	1	1	0	0	0	0	0	1	1	0	0	1
1	Cuma sejam anjir wk'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	IYA KNTL MANIS :)'	0	1	0	0	0	0	0	0	0	0	0	0	1
0	lae, udh makan bawang putih hasil impor dr aseng by gabener?'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Dudukan boleh DPR mantan menkominfo tp posting hoax hadehhh doa pak jokowi endut gagalpaham	1	0	1	0	0	0	0	0	1	1	0	0	1
0	Waini.... ide brilian... bisa memotivasi PNS untuk lebih semangat bekerja.... kerja sampingan di jam dinas... ???	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Ketiduran 10 menit dan punya dorongan tidak wajar untuk cover lagu. Sinting'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	bilang ke temen lo, daripada lo beli tiketnya mending lo beliin nih bensin gua dongo lo kata nih motor di isi cuma pake aer aoa'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Hampir saban tahun mereka katakan bahawa iOS mereka hebat. Namun apa terjadi sekarang?.   Tiada guna membeli iPhone dengan harga yahudi tapi pengakhiranya sangat mengecewakan.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Cebong emang tolol, klimaks dgn berita hoax'	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Gue TK-SMP di swasta Katolik, pas SMA di negeri dan memperkenalkan diri sebagai penganut agama Katolik. Trus wali kelas gue bilang,"Oh, non-muslim". Gue balas,"Iya bu, saya Katolik". Dia bales lagi "Lha iyo, non-muslim".  Entahlah, saya	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Horeeee... Salah satu Cebong ada di paman sam... Apa kabar om'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	kami barisan anti antek aseng, ga perlu koar2 tp kenyataan lewat aksi berbicara dengan sangat kuat 2019TetapJokowi'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	mukamu kaya pantat monyet, beruk, celeng.'	1	1	1	0	0	0	1	0	0	1	0	0	1
1	LINK BARU ! Yang ini nih baru Asli Bapak Indo yang nonton bakal ngaceng terus apalgi kalo download full video dari awal	0	1	0	0	0	0	0	0	0	0	0	0	1
1	BACOT APA SIH LUH CEBONG BANGSAD.'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Rupiah Diprediksi Kembali Terhambat untuk Menguat Masih sedikitnya sentimen posi	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Udah hampir banting gadget eeee shopeenya kacrut.	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Endingnya saya memilih utk mengaplikasikan dlm bentuk doa. Terlintas ingin sekali berdoa agar Allah memberikan hidayah kepada yg telah menyakiti utk menyadari kesalahannya. Tp rasanya tidak rela jika dia memperoleh doa kebaikan dari lisan ini, karena per	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Negara terjerat utang, tapi kebijakan malah boros. ; ; 2019GantiPresiden 2019PresidenBaru; ; .; ; Pemerintah Anggarkan Rp 300 M untuk Gaji Dosen Asing	1	0	0	1	0	0	0	0	1	0	1	0	1
1	Bani kampret ya begitulah nafsu berkuasa saja, lalu korupsi berjamaah seperti kader pks gubernur sumut '	1	1	0	1	0	0	0	0	1	0	1	0	1
0	Bangun-makan-eek-makan-tidur. Mnton.'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Menurut mantan Menko Maritim, menilai dirinya lah yang pantas menjadi presiden menggantikan Jokowi dan menyelamatkan bangsa.; Selengkapnya: Pilpres2019 KataMereka	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Intinya PKS mesti salah. Walau benerpun harus salah... Itu otak cebong. Makanya kita ttp 2019GantiPresiden'	1	1	0	1	0	0	0	0	1	0	1	0	1
1	ANJING KOMUNIS nggonggong bersahutan'	1	1	0	1	0	1	0	0	0	0	1	0	1
0	Btw adek gue juga, putih banget macem orang luar mana sipit lagi astaghfirullah untung pesek.'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	memek aku udah basah nih bang ,sini punya abang masukin aja ,udah gak tahan ah ah ah'	0	1	0	0	0	0	0	0	0	0	0	0	1
1	EH BANGSAT MASIH GA DIBENERIN JUGA NIH JARINGAN KEPARAT ? LO KERJA KAGAK SIH ? JANGAN GABUT LAH BANGSAT! MAHAL DOANG FASILITAS KAYA ANJING BABI! '	1	1	0	1	0	0	0	0	1	0	1	0	1
1	Helikopter Berisi WN China Jatuh di Morowali, Sulawesi Tengah; ; Pengen segera 2019 euy... ; Gak sabar 2019GantiPresiden; ;	1	0	1	0	0	0	0	0	1	1	0	0	1
1	Ngaku muslim tapi nonton bola kafir hahaha munafik loh. Jokowi itu sama ama gue. Full sebulan Gak mau nonton bola . Kecuali timnas dan persija. Berak lu mencret tong'	1	1	1	0	1	0	0	0	0	1	0	0	1
1	Emng bego, pake tag gw.'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	buanyak siapanya buaya?'	0	0	0	0	0	0	0	0	0	0	0	0	0
1	President cebong "jokowi"'	1	1	1	0	0	0	0	0	1	1	0	0	1
0	Eug kira itu taplak meja di warung nagih..'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Agak horror juga dapet smirk dari orang asing'	0	0	0	0	0	0	0	0	0	0	0	0	0
0	Etnosentrisme: sikap yang menganggap budaya yang dimiliki yang paling baik dan menganggap rendah budaya lain.	0	0	0	0	0	0	0	0	0	0	0	0	0
1	klo seiman nipu hukumnya halal ga mgkin didemo kaum Bani micin'	1	0	0	1	0	0	0	0	1	0	1	0	1
0	Cara untuk mengosongkan masjid dengan jamaahnya, khas ala komunis.. 	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Hari tanu usir aja dia kan cina?	1	0	1	0	0	1	0	0	0	0	0	1	1
1	gini nich platipus idiot klo dikasi udara'	1	1	1	0	0	0	1	0	0	1	0	0	1
1	Al Quran, Alkitab termasuk kitab suci, sdah saatnya pendukung siapa pun anda, membela kitab suci masing2 melawan orang ateis seperti Rocky (",)	1	0	1	0	1	0	0	0	0	1	0	0	1
1	Ada yg bodor kt aku mah, pas setan2 baju item nya pd muncul deketin rumah..napa sih pada pake payung setan kok takut ma gerimis'	0	1	0	0	0	0	0	0	0	0	0	0	1
